V (MPH);J;Pe;Ct;Cp;PWR (HP);Torque (IN.LBF);Thrust (LBF);DIAMETER (IN);PITCH (IN);TYPE;BLADE(nb);COMP;RPM
24.8;0.14;0.206;0.1309;0.0877;4.837;16.045;15.059;10;5.5;MR;2;2;19000
29.8;0.17;0.2606;0.1298;0.0825;4.55;15.093;14.929;10;5.5;MR;2;2;19000
34.7;0.19;0.3174;0.1276;0.0776;4.283;14.207;14.672;10;5.5;MR;2;2;19000
39.7;0.22;0.3774;0.1248;0.073;4.027;13.359;14.354;10;5.5;MR;2;2;19000
44.7;0.25;0.4342;0.1215;0.0695;3.834;12.718;13.973;10;5.5;MR;2;2;19000
49.6;0.28;0.4898;0.1173;0.0661;3.645;12.09;13.488;10;5.5;MR;2;2;19000
54.6;0.3;0.5415;0.1122;0.0629;3.471;11.513;12.908;10;5.5;MR;2;2;19000
59.6;0.33;0.5855;0.1072;0.0606;3.344;11.094;12.328;10;5.5;MR;2;2;19000
64.5;0.36;0.6227;0.1021;0.0588;3.244;10.761;11.739;10;5.5;MR;2;2;19000
69.5;0.39;0.6559;0.0967;0.0569;3.142;10.422;11.121;10;5.5;MR;2;2;19000
74.5;0.41;0.6864;0.0912;0.055;3.033;10.061;10.486;10;5.5;MR;2;2;19000
79.4;0.44;0.7145;0.0855;0.0528;2.915;9.671;9.836;10;5.5;MR;2;2;19000
84.4;0.47;0.7403;0.0798;0.0505;2.788;9.248;9.172;10;5.5;MR;2;2;19000
89.3;0.5;0.7641;0.0739;0.048;2.649;8.787;8.496;10;5.5;MR;2;2;19000
94.3;0.52;0.7853;0.0678;0.0453;2.498;8.287;7.801;10;5.5;MR;2;2;19000
99.3;0.55;0.8031;0.0617;0.0424;2.339;7.758;7.095;10;5.5;MR;2;2;19000
104.2;0.58;0.8174;0.0554;0.0393;2.167;7.187;6.371;10;5.5;MR;2;2;19000
109.2;0.61;0.8276;0.049;0.0359;1.981;6.572;5.631;10;5.5;MR;2;2;19000
114.2;0.63;0.8314;0.0424;0.0323;1.784;5.919;4.872;10;5.5;MR;2;2;19000
119.1;0.66;0.822;0.0356;0.0287;1.582;5.248;4.094;10;5.5;MR;2;2;19000
124.1;0.69;0.7974;0.0287;0.0248;1.368;4.537;3.296;10;5.5;MR;2;2;19000
129.1;0.72;0.7506;0.022;0.021;1.16;3.848;2.53;10;5.5;MR;2;2;19000
134.0;0.74;0.6421;0.0149;0.0173;0.956;3.172;1.718;10;5.5;MR;2;2;19000
139.0;0.77;0.4263;0.0077;0.0139;0.767;2.544;0.882;10;5.5;MR;2;2;19000
143.9;0.8;0.0017;0.0;0.0103;0.57;1.892;0.002;10;5.5;MR;2;2;19000
0.0;0.0;0.0;0.1336;0.1278;8.224;25.917;17.02;10;5.5;MR;2;2;20000
5.2;0.03;0.0302;0.1334;0.1217;7.834;24.688;16.994;10;5.5;MR;2;2;20000
10.4;0.06;0.0628;0.1332;0.1168;7.516;23.685;16.971;10;5.5;MR;2;2;20000
15.7;0.08;0.0989;0.1328;0.111;7.144;22.514;16.926;10;5.5;MR;2;2;20000
20.9;0.11;0.1384;0.1324;0.1054;6.784;21.38;16.87;10;5.5;MR;2;2;20000
26.1;0.14;0.1822;0.1318;0.0997;6.415;20.214;16.8;10;5.5;MR;2;2;20000
31.3;0.17;0.2312;0.131;0.0937;6.028;18.997;16.693;10;5.5;MR;2;2;20000
36.5;0.19;0.2858;0.1305;0.088;5.666;17.854;16.623;10;5.5;MR;2;2;20000
41.7;0.22;0.3481;0.1292;0.0818;5.264;16.587;16.461;10;5.5;MR;2;2;20000
47.0;0.25;0.4149;0.1266;0.0757;4.869;15.342;16.131;10;5.5;MR;2;2;20000
52.2;0.28;0.4773;0.1226;0.0707;4.553;14.348;15.617;10;5.5;MR;2;2;20000
57.4;0.3;0.5271;0.1174;0.0675;4.344;13.69;14.96;10;5.5;MR;2;2;20000
62.6;0.33;0.5705;0.1121;0.065;4.182;13.177;14.287;10;5.5;MR;2;2;20000
67.8;0.36;0.6079;0.1065;0.0628;4.04;12.73;13.577;10;5.5;MR;2;2;20000
73.1;0.39;0.6433;0.1007;0.0604;3.884;12.24;12.827;10;5.5;MR;2;2;20000
78.3;0.41;0.6765;0.0946;0.0578;3.72;11.722;12.057;10;5.5;MR;2;2;20000
83.5;0.44;0.7073;0.0885;0.0551;3.548;11.18;11.272;10;5.5;MR;2;2;20000
88.7;0.47;0.7352;0.0823;0.0524;3.373;10.629;10.484;10;5.5;MR;2;2;20000
93.9;0.5;0.759;0.0762;0.0498;3.204;10.097;9.71;10;5.5;MR;2;2;20000
99.1;0.52;0.7791;0.07;0.0471;3.029;9.545;8.926;10;5.5;MR;2;2;20000
104.4;0.55;0.7956;0.0637;0.0441;2.841;8.951;8.121;10;5.5;MR;2;2;20000
109.6;0.58;0.8084;0.0573;0.041;2.64;8.318;7.302;10;5.5;MR;2;2;20000
114.8;0.61;0.8169;0.0507;0.0376;2.423;7.635;6.465;10;5.5;MR;2;2;20000
120.0;0.63;0.8158;0.0439;0.0341;2.192;6.909;5.589;10;5.5;MR;2;2;20000
125.2;0.66;0.8072;0.0369;0.0303;1.947;6.136;4.707;10;5.5;MR;2;2;20000
130.4;0.69;0.7695;0.0297;0.0265;1.708;5.382;3.779;10;5.5;MR;2;2;20000
135.7;0.72;0.7036;0.0224;0.0228;1.47;4.631;2.858;10;5.5;MR;2;2;20000
140.9;0.74;0.6274;0.0154;0.0183;1.176;3.707;1.964;10;5.5;MR;2;2;20000
146.1;0.77;0.4339;0.0082;0.0146;0.938;2.957;1.045;10;5.5;MR;2;2;20000
151.3;0.8;0.0014;0.0;0.0116;0.744;2.344;0.003;10;5.5;MR;2;2;20000
0.0;0.0;0.0;0.1264;0.0708;6.927;18.983;21.308;10;5.5;MR;2;2;23000
5.9;0.03;0.0476;0.1262;0.0712;6.967;19.09;21.267;10;5.5;MR;2;2;23000
11.7;0.05;0.0946;0.1259;0.0716;7.003;19.19;21.222;10;5.5;MR;2;2;23000
17.6;0.08;0.1407;0.1256;0.0719;7.042;19.295;21.17;10;5.5;MR;2;2;23000
23.4;0.11;0.1862;0.1253;0.0723;7.077;19.391;21.114;10;5.5;MR;2;2;23000
29.3;0.13;0.2308;0.1249;0.0727;7.114;19.494;21.049;10;5.5;MR;2;2;23000
35.1;0.16;0.2746;0.1245;0.0731;7.153;19.6;20.98;10;5.5;MR;2;2;23000
41.0;0.19;0.3147;0.1224;0.0732;7.161;19.623;20.633;10;5.5;MR;2;2;23000
46.8;0.21;0.3567;0.1222;0.0736;7.204;19.74;20.585;10;5.5;MR;2;2;23000
52.7;0.24;0.3999;0.123;0.0743;7.276;19.938;20.72;10;5.5;MR;2;2;23000
58.5;0.27;0.4394;0.1224;0.0748;7.321;20.06;20.618;10;5.5;MR;2;2;23000
64.4;0.3;0.4772;0.1217;0.0753;7.374;20.206;20.503;10;5.5;MR;2;2;23000
70.2;0.32;0.5109;0.1189;0.0751;7.347;20.131;20.045;10;5.5;MR;2;2;23000
76.1;0.35;0.5445;0.1153;0.0739;7.235;19.825;19.422;10;5.5;MR;2;2;23000
81.9;0.38;0.5749;0.111;0.0726;7.107;19.474;18.702;10;5.5;MR;2;2;23000
87.8;0.4;0.6046;0.1058;0.0705;6.903;18.917;17.832;10;5.5;MR;2;2;23000
93.6;0.43;0.6321;0.0993;0.0675;6.61;18.113;16.738;10;5.5;MR;2;2;23000
99.5;0.46;0.6501;0.088;0.0618;6.052;16.583;14.831;10;5.5;MR;2;2;23000
105.3;0.48;0.6805;0.0858;0.061;5.968;16.354;14.461;10;5.5;MR;2;2;23000
111.2;0.51;0.7006;0.0788;0.0574;5.623;15.407;13.287;10;5.5;MR;2;2;23000
117.0;0.54;0.7175;0.0717;0.0537;5.259;14.41;12.09;10;5.5;MR;2;2;23000
122.9;0.56;0.731;0.0646;0.0499;4.88;13.374;10.887;10;5.5;MR;2;2;23000
128.7;0.59;0.7337;0.0576;0.0464;4.542;12.445;9.707;10;5.5;MR;2;2;23000
134.6;0.62;0.7261;0.0504;0.0429;4.198;11.503;8.493;10;5.5;MR;2;2;23000
140.4;0.64;0.7072;0.0431;0.0393;3.848;10.544;7.267;10;5.5;MR;2;2;23000
146.3;0.67;0.6723;0.0355;0.0354;3.468;9.504;5.978;10;5.5;MR;2;2;23000
152.1;0.7;0.6161;0.0271;0.0307;3.007;8.24;4.567;10;5.5;MR;2;2;23000
158.0;0.73;0.5216;0.0189;0.0263;2.576;7.06;3.19;10;5.5;MR;2;2;23000
163.8;0.75;0.3566;0.0095;0.0201;1.968;5.392;1.606;10;5.5;MR;2;2;23000
169.7;0.78;0.0679;0.0016;0.0181;1.771;4.853;0.266;10;5.5;MR;2;2;23000
0.0;0.0;0.0;0.1033;0.0385;0.004;0.126;0.193;11;4.5;MR;2;3;2000
0.5;0.02;0.0602;0.1015;0.0387;0.004;0.126;0.189;11;4.5;MR;2;3;2000
1.0;0.05;0.1176;0.0997;0.0389;0.004;0.127;0.186;11;4.5;MR;2;3;2000
1.4;0.07;0.1721;0.0977;0.0391;0.004;0.128;0.182;11;4.5;MR;2;3;2000
1.9;0.09;0.2236;0.0957;0.0393;0.004;0.128;0.178;11;4.5;MR;2;3;2000
2.4;0.11;0.2706;0.095;0.0404;0.004;0.132;0.177;11;4.5;MR;2;3;2000
2.9;0.14;0.3163;0.0926;0.0403;0.004;0.132;0.173;11;4.5;MR;2;3;2000
3.4;0.16;0.3592;0.09;0.0403;0.004;0.132;0.168;11;4.5;MR;2;3;2000
3.8;0.18;0.3992;0.0872;0.0401;0.004;0.131;0.163;11;4.5;MR;2;3;2000
4.3;0.21;0.4364;0.0843;0.0399;0.004;0.13;0.157;11;4.5;MR;2;3;2000
4.8;0.23;0.4707;0.0812;0.0396;0.004;0.129;0.151;11;4.5;MR;2;3;2000
5.3;0.25;0.5021;0.0779;0.0392;0.004;0.128;0.145;11;4.5;MR;2;3;2000
5.7;0.28;0.5305;0.0745;0.0387;0.004;0.127;0.139;11;4.5;MR;2;3;2000
6.2;0.3;0.5562;0.0711;0.0382;0.004;0.125;0.133;11;4.5;MR;2;3;2000
6.7;0.32;0.5792;0.0675;0.0375;0.004;0.122;0.126;11;4.5;MR;2;3;2000
7.2;0.34;0.5997;0.0638;0.0367;0.004;0.12;0.119;11;4.5;MR;2;3;2000
7.7;0.37;0.6177;0.06;0.0357;0.004;0.117;0.112;11;4.5;MR;2;3;2000
8.1;0.39;0.6333;0.0561;0.0346;0.004;0.113;0.105;11;4.5;MR;2;3;2000
8.6;0.41;0.6465;0.0521;0.0333;0.003;0.109;0.097;11;4.5;MR;2;3;2000
9.1;0.44;0.6573;0.0479;0.0318;0.003;0.104;0.089;11;4.5;MR;2;3;2000
9.6;0.46;0.6655;0.0436;0.0301;0.003;0.098;0.081;11;4.5;MR;2;3;2000
10.1;0.48;0.6708;0.0392;0.0282;0.003;0.092;0.073;11;4.5;MR;2;3;2000
10.5;0.51;0.6721;0.0347;0.0261;0.003;0.085;0.065;11;4.5;MR;2;3;2000
11.0;0.53;0.6678;0.0301;0.0238;0.002;0.078;0.056;11;4.5;MR;2;3;2000
11.5;0.55;0.6552;0.0253;0.0213;0.002;0.07;0.047;11;4.5;MR;2;3;2000
12.0;0.57;0.6288;0.0205;0.0187;0.002;0.061;0.038;11;4.5;MR;2;3;2000
12.4;0.6;0.5794;0.0155;0.016;0.002;0.052;0.029;11;4.5;MR;2;3;2000
12.9;0.62;0.4895;0.0104;0.0132;0.001;0.043;0.019;11;4.5;MR;2;3;2000
13.4;0.64;0.3246;0.0052;0.0104;0.001;0.034;0.01;11;4.5;MR;2;3;2000
13.9;0.67;-0.0031;0.0;0.0076;0.001;0.025;0.0;11;4.5;MR;2;3;2000
0.0;0.0;0.0;0.1041;0.0391;0.014;0.287;0.437;11;4.5;MR;2;3;3000
0.7;0.02;0.059;0.1025;0.0394;0.014;0.289;0.43;11;4.5;MR;2;3;3000
1.4;0.05;0.1153;0.1008;0.0396;0.014;0.291;0.423;11;4.5;MR;2;3;3000
2.1;0.07;0.1689;0.0989;0.0398;0.014;0.292;0.415;11;4.5;MR;2;3;3000
2.8;0.09;0.2199;0.0968;0.0399;0.014;0.293;0.406;11;4.5;MR;2;3;3000
3.5;0.11;0.268;0.0945;0.0399;0.014;0.293;0.397;11;4.5;MR;2;3;3000
4.2;0.14;0.3134;0.0921;0.0399;0.014;0.293;0.387;11;4.5;MR;2;3;3000
5.0;0.16;0.356;0.0895;0.0398;0.014;0.293;0.376;11;4.5;MR;2;3;3000
5.7;0.18;0.3958;0.0867;0.0397;0.014;0.292;0.364;11;4.5;MR;2;3;3000
6.4;0.2;0.4328;0.0838;0.0395;0.014;0.29;0.352;11;4.5;MR;2;3;3000
7.1;0.23;0.4669;0.0807;0.0392;0.014;0.288;0.339;11;4.5;MR;2;3;3000
7.8;0.25;0.4981;0.0775;0.0388;0.014;0.285;0.325;11;4.5;MR;2;3;3000
8.5;0.27;0.5264;0.0741;0.0383;0.013;0.281;0.311;11;4.5;MR;2;3;3000
9.2;0.29;0.552;0.0707;0.0377;0.013;0.277;0.297;11;4.5;MR;2;3;3000
9.9;0.32;0.5749;0.0671;0.037;0.013;0.272;0.282;11;4.5;MR;2;3;3000
10.6;0.34;0.5953;0.0634;0.0362;0.013;0.266;0.266;11;4.5;MR;2;3;3000
11.3;0.36;0.6133;0.0596;0.0352;0.012;0.259;0.25;11;4.5;MR;2;3;3000
12.0;0.38;0.6288;0.0557;0.0341;0.012;0.251;0.234;11;4.5;MR;2;3;3000
12.7;0.41;0.6418;0.0516;0.0328;0.011;0.241;0.217;11;4.5;MR;2;3;3000
13.4;0.43;0.6525;0.0475;0.0313;0.011;0.23;0.199;11;4.5;MR;2;3;3000
14.2;0.45;0.6609;0.0432;0.0296;0.01;0.218;0.181;11;4.5;MR;2;3;3000
14.9;0.48;0.6662;0.0388;0.0277;0.01;0.203;0.163;11;4.5;MR;2;3;3000
15.6;0.5;0.6676;0.0342;0.0256;0.009;0.188;0.144;11;4.5;MR;2;3;3000
16.3;0.52;0.6634;0.0296;0.0232;0.008;0.171;0.124;11;4.5;MR;2;3;3000
17.0;0.54;0.6513;0.0249;0.0207;0.007;0.152;0.104;11;4.5;MR;2;3;3000
17.7;0.57;0.6262;0.02;0.0181;0.006;0.133;0.084;11;4.5;MR;2;3;3000
18.4;0.59;0.5779;0.0151;0.0154;0.005;0.113;0.064;11;4.5;MR;2;3;3000
19.1;0.61;0.4895;0.0102;0.0127;0.004;0.093;0.043;11;4.5;MR;2;3;3000
19.8;0.63;0.3233;0.005;0.0099;0.003;0.073;0.021;11;4.5;MR;2;3;3000
20.5;0.66;-0.0056;-0.0001;0.0072;0.003;0.053;0.0;11;4.5;MR;2;3;3000
0.0;0.0;0.0;0.1043;0.0392;0.032;0.512;0.778;11;4.5;MR;2;3;4000
0.9;0.02;0.058;0.1027;0.0394;0.033;0.515;0.766;11;4.5;MR;2;3;4000
1.9;0.04;0.1135;0.1009;0.0396;0.033;0.518;0.753;11;4.5;MR;2;3;4000
2.8;0.07;0.1664;0.099;0.0398;0.033;0.519;0.739;11;4.5;MR;2;3;4000
3.7;0.09;0.2167;0.0969;0.0399;0.033;0.521;0.723;11;4.5;MR;2;3;4000
4.6;0.11;0.2644;0.0947;0.0399;0.033;0.521;0.707;11;4.5;MR;2;3;4000
5.6;0.13;0.3093;0.0923;0.0399;0.033;0.521;0.689;11;4.5;MR;2;3;4000
6.5;0.16;0.3516;0.0897;0.0398;0.033;0.52;0.669;11;4.5;MR;2;3;4000
7.4;0.18;0.3911;0.087;0.0396;0.033;0.518;0.649;11;4.5;MR;2;3;4000
8.4;0.2;0.4279;0.0841;0.0394;0.033;0.515;0.627;11;4.5;MR;2;3;4000
9.3;0.22;0.4619;0.081;0.0391;0.032;0.511;0.605;11;4.5;MR;2;3;4000
10.2;0.25;0.4931;0.0778;0.0387;0.032;0.505;0.581;11;4.5;MR;2;3;4000
11.1;0.27;0.5214;0.0745;0.0382;0.032;0.499;0.556;11;4.5;MR;2;3;4000
12.1;0.29;0.547;0.0711;0.0376;0.031;0.492;0.53;11;4.5;MR;2;3;4000
13.0;0.31;0.5701;0.0675;0.0369;0.031;0.483;0.504;11;4.5;MR;2;3;4000
13.9;0.33;0.5906;0.0639;0.0361;0.03;0.472;0.477;11;4.5;MR;2;3;4000
14.9;0.36;0.6086;0.0601;0.0352;0.029;0.46;0.449;11;4.5;MR;2;3;4000
15.8;0.38;0.6243;0.0562;0.0341;0.028;0.446;0.42;11;4.5;MR;2;3;4000
16.7;0.4;0.6376;0.0522;0.0328;0.027;0.429;0.39;11;4.5;MR;2;3;4000
17.6;0.42;0.6486;0.0481;0.0314;0.026;0.41;0.359;11;4.5;MR;2;3;4000
18.6;0.45;0.6573;0.0438;0.0297;0.025;0.388;0.327;11;4.5;MR;2;3;4000
19.5;0.47;0.6632;0.0395;0.0278;0.023;0.364;0.295;11;4.5;MR;2;3;4000
20.4;0.49;0.6652;0.0349;0.0257;0.021;0.336;0.261;11;4.5;MR;2;3;4000
21.4;0.51;0.662;0.0302;0.0234;0.019;0.306;0.226;11;4.5;MR;2;3;4000
22.3;0.53;0.6514;0.0254;0.0209;0.017;0.273;0.19;11;4.5;MR;2;3;4000
23.2;0.56;0.6283;0.0205;0.0182;0.015;0.237;0.153;11;4.5;MR;2;3;4000
24.1;0.58;0.5831;0.0155;0.0154;0.013;0.201;0.116;11;4.5;MR;2;3;4000
25.1;0.6;0.4984;0.0104;0.0126;0.01;0.164;0.078;11;4.5;MR;2;3;4000
26.0;0.62;0.3368;0.0053;0.0097;0.008;0.127;0.039;11;4.5;MR;2;3;4000
26.9;0.65;-0.0009;0.0;0.0069;0.006;0.091;0.0;11;4.5;MR;2;3;4000
0.0;0.0;0.0;0.1042;0.0384;0.062;0.784;1.215;11;4.5;MR;2;3;5000
1.2;0.02;0.0588;0.1026;0.0387;0.063;0.79;1.197;11;4.5;MR;2;3;5000
2.3;0.04;0.1149;0.1009;0.0389;0.063;0.794;1.176;11;4.5;MR;2;3;5000
3.5;0.07;0.1685;0.0989;0.039;0.063;0.797;1.154;11;4.5;MR;2;3;5000
4.6;0.09;0.2194;0.0969;0.0391;0.063;0.799;1.129;11;4.5;MR;2;3;5000
5.8;0.11;0.2676;0.0946;0.0392;0.063;0.799;1.103;11;4.5;MR;2;3;5000
6.9;0.13;0.3133;0.0922;0.0391;0.063;0.799;1.075;11;4.5;MR;2;3;5000
8.1;0.16;0.3562;0.0896;0.039;0.063;0.796;1.045;11;4.5;MR;2;3;5000
9.2;0.18;0.3966;0.0869;0.0388;0.063;0.793;1.013;11;4.5;MR;2;3;5000
10.4;0.2;0.4343;0.084;0.0386;0.062;0.787;0.98;11;4.5;MR;2;3;5000
11.5;0.22;0.4694;0.081;0.0382;0.062;0.78;0.944;11;4.5;MR;2;3;5000
12.7;0.24;0.5018;0.0777;0.0378;0.061;0.771;0.907;11;4.5;MR;2;3;5000
13.8;0.27;0.5314;0.0744;0.0372;0.06;0.76;0.867;11;4.5;MR;2;3;5000
15.0;0.29;0.5585;0.0709;0.0366;0.059;0.747;0.827;11;4.5;MR;2;3;5000
16.2;0.31;0.5831;0.0674;0.0358;0.058;0.731;0.785;11;4.5;MR;2;3;5000
17.3;0.33;0.6052;0.0637;0.035;0.057;0.714;0.743;11;4.5;MR;2;3;5000
18.5;0.35;0.6248;0.0599;0.034;0.055;0.694;0.699;11;4.5;MR;2;3;5000
19.6;0.38;0.6419;0.0561;0.0329;0.053;0.672;0.654;11;4.5;MR;2;3;5000
20.8;0.4;0.6566;0.052;0.0316;0.051;0.645;0.607;11;4.5;MR;2;3;5000
21.9;0.42;0.6689;0.0479;0.0301;0.049;0.615;0.558;11;4.5;MR;2;3;5000
23.1;0.44;0.6784;0.0436;0.0285;0.046;0.581;0.508;11;4.5;MR;2;3;5000
24.2;0.47;0.6847;0.0392;0.0266;0.043;0.544;0.457;11;4.5;MR;2;3;5000
25.4;0.49;0.6871;0.0347;0.0246;0.04;0.502;0.404;11;4.5;MR;2;3;5000
26.5;0.51;0.6841;0.03;0.0223;0.036;0.456;0.35;11;4.5;MR;2;3;5000
27.7;0.53;0.6734;0.0252;0.0199;0.032;0.406;0.294;11;4.5;MR;2;3;5000
28.8;0.55;0.6497;0.0203;0.0173;0.028;0.354;0.237;11;4.5;MR;2;3;5000
30.0;0.58;0.6033;0.0154;0.0147;0.024;0.3;0.179;11;4.5;MR;2;3;5000
31.2;0.6;0.5158;0.0103;0.012;0.019;0.244;0.12;11;4.5;MR;2;3;5000
32.3;0.62;0.349;0.0052;0.0092;0.015;0.188;0.061;11;4.5;MR;2;3;5000
33.5;0.64;0.0002;0.0;0.0066;0.011;0.135;0.0;11;4.5;MR;2;3;5000
0.0;0.0;0.0;0.1044;0.0377;0.106;1.108;1.753;11;4.5;MR;2;3;6000
1.4;0.02;0.0601;0.1028;0.038;0.106;1.117;1.726;11;4.5;MR;2;3;6000
2.8;0.04;0.1174;0.1011;0.0382;0.107;1.123;1.697;11;4.5;MR;2;3;6000
4.2;0.07;0.172;0.0991;0.0384;0.107;1.128;1.664;11;4.5;MR;2;3;6000
5.5;0.09;0.2238;0.097;0.0385;0.108;1.131;1.629;11;4.5;MR;2;3;6000
6.9;0.11;0.2731;0.0948;0.0385;0.108;1.132;1.591;11;4.5;MR;2;3;6000
8.3;0.13;0.3196;0.0923;0.0385;0.108;1.131;1.55;11;4.5;MR;2;3;6000
9.7;0.16;0.3636;0.0897;0.0383;0.107;1.127;1.507;11;4.5;MR;2;3;6000
11.1;0.18;0.4049;0.087;0.0381;0.107;1.121;1.461;11;4.5;MR;2;3;6000
12.5;0.2;0.4437;0.0841;0.0378;0.106;1.113;1.412;11;4.5;MR;2;3;6000
13.9;0.22;0.4799;0.081;0.0375;0.105;1.101;1.36;11;4.5;MR;2;3;6000
15.3;0.24;0.5135;0.0778;0.037;0.103;1.086;1.305;11;4.5;MR;2;3;6000
16.6;0.27;0.5446;0.0744;0.0364;0.102;1.069;1.248;11;4.5;MR;2;3;6000
18.0;0.29;0.5731;0.0709;0.0357;0.1;1.049;1.19;11;4.5;MR;2;3;6000
19.4;0.31;0.5992;0.0672;0.0349;0.098;1.025;1.129;11;4.5;MR;2;3;6000
20.8;0.33;0.6228;0.0635;0.0339;0.095;0.998;1.066;11;4.5;MR;2;3;6000
22.2;0.36;0.6437;0.0597;0.0329;0.092;0.968;1.002;11;4.5;MR;2;3;6000
23.6;0.38;0.662;0.0558;0.0318;0.089;0.934;0.936;11;4.5;MR;2;3;6000
25.0;0.4;0.6779;0.0516;0.0304;0.085;0.894;0.867;11;4.5;MR;2;3;6000
26.4;0.42;0.6911;0.0474;0.0289;0.081;0.85;0.795;11;4.5;MR;2;3;6000
27.7;0.44;0.7009;0.043;0.0272;0.076;0.8;0.722;11;4.5;MR;2;3;6000
29.1;0.47;0.7068;0.0385;0.0254;0.071;0.747;0.647;11;4.5;MR;2;3;6000
30.5;0.49;0.7089;0.034;0.0234;0.066;0.688;0.571;11;4.5;MR;2;3;6000
31.9;0.51;0.7053;0.0294;0.0213;0.06;0.625;0.493;11;4.5;MR;2;3;6000
33.3;0.53;0.6933;0.0247;0.019;0.053;0.558;0.415;11;4.5;MR;2;3;6000
34.7;0.55;0.6677;0.0199;0.0166;0.046;0.487;0.335;11;4.5;MR;2;3;6000
36.1;0.58;0.6186;0.0151;0.0141;0.039;0.414;0.253;11;4.5;MR;2;3;6000
37.4;0.6;0.5274;0.0101;0.0115;0.032;0.338;0.17;11;4.5;MR;2;3;6000
38.8;0.62;0.355;0.0051;0.0089;0.025;0.262;0.086;11;4.5;MR;2;3;6000
40.2;0.64;-0.0006;0.0;0.0064;0.018;0.188;0.0;11;4.5;MR;2;3;6000
0.0;0.0;0.0;0.1048;0.0374;0.166;1.495;2.396;11;4.5;MR;2;3;7000
1.6;0.02;0.0609;0.1033;0.0376;0.167;1.506;2.36;11;4.5;MR;2;3;7000
3.2;0.04;0.119;0.1015;0.0379;0.168;1.515;2.319;11;4.5;MR;2;3;7000
4.9;0.07;0.1743;0.0995;0.038;0.169;1.521;2.275;11;4.5;MR;2;3;7000
6.5;0.09;0.227;0.0974;0.0381;0.169;1.525;2.226;11;4.5;MR;2;3;7000
8.1;0.11;0.2769;0.0951;0.0381;0.169;1.525;2.174;11;4.5;MR;2;3;7000
9.7;0.13;0.3243;0.0927;0.0381;0.169;1.523;2.118;11;4.5;MR;2;3;7000
11.3;0.16;0.369;0.0901;0.0379;0.168;1.517;2.058;11;4.5;MR;2;3;7000
12.9;0.18;0.4112;0.0873;0.0377;0.167;1.508;1.995;11;4.5;MR;2;3;7000
14.6;0.2;0.4509;0.0843;0.0374;0.166;1.495;1.927;11;4.5;MR;2;3;7000
16.2;0.22;0.4881;0.0812;0.0369;0.164;1.478;1.856;11;4.5;MR;2;3;7000
17.8;0.24;0.5228;0.0779;0.0364;0.162;1.456;1.781;11;4.5;MR;2;3;7000
19.4;0.27;0.5551;0.0745;0.0358;0.159;1.431;1.703;11;4.5;MR;2;3;7000
21.0;0.29;0.5848;0.071;0.035;0.156;1.401;1.622;11;4.5;MR;2;3;7000
22.7;0.31;0.6123;0.0673;0.0342;0.152;1.366;1.538;11;4.5;MR;2;3;7000
24.3;0.33;0.6373;0.0635;0.0332;0.147;1.327;1.451;11;4.5;MR;2;3;7000
25.9;0.36;0.6593;0.0596;0.0321;0.143;1.284;1.362;11;4.5;MR;2;3;7000
27.5;0.38;0.6788;0.0556;0.0309;0.137;1.237;1.271;11;4.5;MR;2;3;7000
29.1;0.4;0.6957;0.0515;0.0296;0.131;1.183;1.177;11;4.5;MR;2;3;7000
30.8;0.42;0.7107;0.0474;0.0281;0.125;1.125;1.083;11;4.5;MR;2;3;7000
32.4;0.44;0.7207;0.043;0.0265;0.118;1.06;0.983;11;4.5;MR;2;3;7000
34.0;0.47;0.7269;0.0386;0.0247;0.11;0.99;0.882;11;4.5;MR;2;3;7000
35.6;0.49;0.7289;0.034;0.0228;0.101;0.912;0.778;11;4.5;MR;2;3;7000
37.2;0.51;0.725;0.0294;0.0207;0.092;0.828;0.672;11;4.5;MR;2;3;7000
38.8;0.53;0.7122;0.0247;0.0185;0.082;0.739;0.565;11;4.5;MR;2;3;7000
40.5;0.55;0.6853;0.0199;0.0161;0.072;0.646;0.455;11;4.5;MR;2;3;7000
42.1;0.58;0.6345;0.0151;0.0137;0.061;0.548;0.344;11;4.5;MR;2;3;7000
43.7;0.6;0.5411;0.0101;0.0112;0.05;0.449;0.231;11;4.5;MR;2;3;7000
45.3;0.62;0.3641;0.0051;0.0087;0.039;0.349;0.117;11;4.5;MR;2;3;7000
46.9;0.64;0.0001;0.0;0.0063;0.028;0.252;0.0;11;4.5;MR;2;3;7000
0.0;0.0;0.0;0.106;0.0396;0.263;2.071;3.165;11;4.5;MR;2;3;8000
1.9;0.02;0.0587;0.1044;0.0395;0.262;2.064;3.116;11;4.5;MR;2;3;8000
3.7;0.04;0.1159;0.1026;0.0393;0.261;2.056;3.062;11;4.5;MR;2;3;8000
5.6;0.07;0.1713;0.1006;0.0391;0.26;2.045;3.002;11;4.5;MR;2;3;8000
7.4;0.09;0.2247;0.0984;0.0389;0.258;2.034;2.937;11;4.5;MR;2;3;8000
9.3;0.11;0.2757;0.096;0.0387;0.257;2.022;2.866;11;4.5;MR;2;3;8000
11.1;0.13;0.3243;0.0935;0.0384;0.255;2.009;2.791;11;4.5;MR;2;3;8000
13.0;0.16;0.3702;0.0908;0.0381;0.253;1.994;2.71;11;4.5;MR;2;3;8000
14.8;0.18;0.4135;0.0879;0.0378;0.251;1.976;2.625;11;4.5;MR;2;3;8000
